Name
Karmelitenkloster zum Allerheiligsten Sakrament
Kislak Center
Laurence Witten (Firm)
Lazarists
Legatoria Tarditi
Leo S. Olschki (Firm)
Librairie Droz
Libreria Antiquaria Angelo Gandolfi
Libreria Antiquaria C.E. Rappaport
Libreria Fonini
Libreria Fonini Bologna
Libreria G. Daniele
Libreria Gabriel Sanchez
Libros antiguos F. Puvill
Livraria de Palha
LJS Collection
Llanover Library
Lortic frères
Luis Bardón López (Firm)
M. Morton-Smith (Firm)
M[onaste]rij Benedictoburan
Medici Palatine Library
Michae Dawson Gallery
Monasterii Fabariensis
Monasterium Brigantinum
Monsterium Altominster
Muséum national d'histoire naturelle
Myers &amp; Co.
Münchener Jesuitenkollegium
Münchner Hofbibliothek
Niedersachsische Staats- und Universitatsbibliothek Göttingen
Niedersaechsische Staats- und Universitaetsbibliothek Goettingen
Niedersächsische Staats- und Universitätsbibliothek Göttingen
Nikolaischule Leipzig
Oeffentliche Bibliothek Wiesbaden
Oratorians
Országos Széchényi Könyvtár
Palatinate (Electorate)‏
Palazzo Pitti
Penn
Penn Libraries
Petit seminaire de Châlons
Phi Gamma Delta Club
Piarists
Polifilo libri rari
Pontifical Gregorian University
Pre-Raphaelite Brhood (cannot be found on Flickr)
Pre-Raphaelites
Pre-Raphaelite Brotherhood
Premonstratensians
Priesterseminar Bibliothek Münster
Principissa Piccolominia Bibliotheca
Puvill Libros
Pères de la doctrine chrétienne
Real Colegio de Filipinos. Biblioteca
Reale Biblioteca Borbonica
Regia Bibliotheca Palatium Venetum
Rehlingen zu Hainhofen
Reichskartause Buxheim
Reimofficium
Rivière &amp; son
Royal College of Physicians of London
Royal College of Physicians of London. Library
Royal Society (Great Britain)
Ryan of Ronaynes Court
S. Agnese Mantua
S. Maria della Scala
Saint-Martin-du-Canigou
Sancti Silvestri
Santa Maria di Banzi
Santo Berardino Aquila
Schäfer und Koradi
Schola Nicolaitana
Sem. Cler. Episc. Mon.
Seminaris Clericalis Monasteriensis
Seminarium Cathalaunense
Servites
Sketches
Societatis Jesu Halae
Societé Girondine des Bibliothèques de l'armee sous le patronage de la Société Franklin
Societé Girondine des Bibliothèques de l'armée sous le patronage de la Société Franklin
Société Franklin
Säfstaholms Bibliothek
Univerzita Karlova
Vincentians
"Charles I, King of England, 1600-1649"
"Charles V, Holy Roman Emperor, 1500-1558"
"Ferdinand I, Holy Roman Emperor, 1503-1564"
"Zapata, Giovanni Battista, b. ca. 1520"
St. Brice
St. Gall
St. Gallus
St. Martha
Humanists
Jesus + Ma.
Roman emperors
Sailors
Seven Sages of Greece
Sirens
Spinners
Vinters
Warrior popes
10th Lord Sinclair (1660–1723)
":Archer, John William, 1598-1682"
":Fortiguerrus, Philippus"
A. Kipfer
"Abington, Susanna P., 1736-1813"
Acciaioli Toriglioni
Acciaiuoli Toriglioni
"Accolti, Giulio, d. 1572"
Accursius
Achilles
"Adams, Randolph Greenfield, 1892-1951"
"Adams, Thomas Randolph, 1921-2008"
"Adimari, Alessandro, 1579-1649"
"Adorno, Agostino"
"Aepinus, Johann, 1499-1553"
"Afra, Saint, of Augsburg, d. ca. 304"
"Agbironi, Ed."
"Agrigento Alleanza Nazionale del Libro, Delegazione Provinciale"
"Aguilar, Philippus"
"Alabaster, William, 1567-1640"
"Albertus, Magnus, Saint, 1193?-1280"
"Albrecht VII, Archduke of Austria, 1559-1621"
"Alchino, Massimiliano"
"Alden, Nathan"
Alexander
Alexander the Great
"Alexander Wedderburn , Earl of Rosslyn, 1733-1805 (not found on Flickr)"
"Alexander, the Great, 356-323 B.C."
Alexandros tou Pollinou
"Alfonso II d'Este, Duke of Ferrara, Modena, and Reggio, 1533-1597"
"Allynsonus, Jacobus"
"Almeida, Francisco António de, ca. 1702-1755"
"Amatorius, Lactantius"
"Ambrose, Saint, Bishop of Milan, -397"
"Ambrose, Saint, Bishop of Milan, d. 397"
"Amerbach, Johannes, 1441?-1513"
Ammianus
Andre Richart
"Anguiano, Agustin Lopez de"
"Anguillara, Giovanni Andrea dell', ca. 1517-1565"
Anna Zami[...]ij
Annibale Lareus
Annibalis Larei
"Antolini, Patrizio, 1843-1927"
"Antonius, Marcus, 83?-30 B.C."
"Apiarius, Mathias, approximately 1500-1554"
"Arbib, Lelio"
"Archinto, Filippo, 1500-1558"
"Arenberg, Léopold-Philippe, duc d', 1690-1754"
"Arisi, Francesco, 1657-1743"
Aristotle
"Armand, Honoré"
"Armando, Vincenzo, 1858-1928"
"Arnoaldi, Giacomo"
Arnold Birckmanns Erben
"Arnoldus, Matthias"
"Arnoult, Joseph"
"Arpini, Caroli (not found on Flickr)"
"Arpino, Carlo"
"Arpino, Giacomo Francesco, 1608-1684"
"Arrivabene, Andrea, fl. 1534-1570"
"Arrivabene, Giampietro, 1439 or 1440-1504"
"Arrivabene, Giampietro, 1439 or 40-1504"
"Arrivabene, Gian Pietro, 1439 or 1440-1504"
"Arrivabene, Gian Pietro, 1439 or 40-1504"
"Arrivabene, Giovanni Pietro, 1439 or 1440-1504"
"Arrivabene, Giovanni Pietro, 1439 or 40-1504"
"Arrivabene, Pietro, 1439 or 40-1504"
"Arvanitidis, George"
"Arvanitidis, Georgios"
"Asensio, Eugenio"
"Ashburner, Walter, 1864-1936"
"Ashton, Frank"
"Asper, Hans"
"Aspin, John Geoffrey"
"Athanasius, Saint, Patriarch of Alexandria, d. 373"
"Aubepin, Charles"
"Aubert, docteur"
"Aubert, Pierre, 1839-1915"
"August, Duke of Braunschweig-Lüneburg, 1579-1666"
"Augustine, Saint, Bishop of Hippo"
"Augustus Frederick, Duke of Sussex, 1773-1843"
"Augustus Frederick, Prince, Duke of Sussex, 1773-1843"
"Augustus, Emperor of Rome, 63 B.C.-14 A.D."
"Aurelius, Franciscus Daniel"
"Austen, John"
"Auston, John"
"Avogadro, Hieronimo"
"Bacci, Giovanni Francesco"
"Baccus, Joannes Franciscus"
"Bacon, George William"
"Badeley, Henry John, 1847-1951"
"Baglioni, S."
"Bagnara, Riccardo"
"Bagot, William Bagot, Baron, 1728-1798"
"Baillie, C. C."
"Baillie, George, 1664-1738"
"Baird, William"
"Baker, George Fales, 1863-1929"
"Baker, O."
"Baker, O. L."
"Balbani, Biagio"
"Baldini, Vittorio, d. 1618"
"Baldung, Hans, d. 1545"
"Baldwin, John"
"Balestrieri, Antonio"
"Balestrierus, Antonius"
"Ball, Benjamin Williams, 1816-1883"
"Ballard, Ellis Ames, 1861-1938"
"Ballière de Laisement, Denis, 1729-1800"
"Baltzer, Robert M., ca. 1813-1838"
"Baluze, Etienne, 1630-1718"
"Baluze, Étienne, 1630-1718"
"Bancroft, Samuel, 1840-1915"
"Barbançon, Marie, d. 1601"
"Barbara, Saint"
"Bardi Serzelli, Alberto"
"Bardón, Luis"
"Bargiacchus, Nicolaus"
"Baring, Thomas, 1799-1873"
"Baring, Thomas, Sir, 1772-1848"
"Barlow, William"
"Barlow, William, d. 1613"
Baron Northwick
Baron Sinclair
"Barotti, Giovanni Andrea, 1701-1772"
Barrett
"Barrett, Clifton Waller, 1901-"
"Barrette, Roy"
"Barrymore, Arthur Hugh Smith-Barry, Baron, 1843-1925"
"Barter, W. G. T. (William George Thomas)"
"Bartholomew, A."
"Bartholomew, Johnathan"
"Bartholomew, R."
"Bartoli, Pietro"
Baruffaldi
"Baruffaldi, Girolamo, 1675-1755"
"Basilewitch, Alex."
"Bateman, Thomas Keelinge, 1829-1887"
"Baugh, Albert C. (Albert Croll), 1891-1981"
"Bavius, Gregorius"
"Bayers, Thomas"
"Bayert, Melchior"
"Beaufort, Henry, Cardinal"
"Beaufoy, Henry Benjamin Hanbury, 1786-1851"
"Bebel, Johann, d. ca. 1550"
"Beccuti, Francesco, 1509-1553"
"Bechstein, Reinhold, 1833-1894"
"Beck, Reinhard, d. 1522"
"Beckett, J. P."
"Beckford, William, 1760-1844"
"Becman, Christian, 1580-1648"
"Bedford, F."
"Bedford, Francis, 1799-1883"
"Bedrotus, Jacobus, -1541"
"Bedwell, Martin, 1655-1700"
"Beinusz, Samuel D."
"Bejot, Antonius"
"Belvisi, Ferdinando"
Benaglio
"Bendinelli, Dominico"
"Benedict, Saint, Abbot of Monte Cassino"
Benedictus
"Benintendi, Livio, 1814-1896"
"Bentinck-Von Aldenburg, Charlotte Sophie, 1715-1800"
"Benzing, Josef"
"Benzing, Josef, 1904-1981"
"Berengarius II, King of Italy, 900-966"
"Berg, Adam, -1610"
"Berg, Marquard von, Prince-Bishop of Augsburg, 1528–1591"
"Berio, Francesco Maria, marchese di Salza, 1765-1820"
"Berio, Giovanni Domenico, marchese di Salza, d. 1791"
"Berner, Augsutin"
"Bernerus, Augustinus"
"Bertenhoff, Johann Caspar"
"Berthier, Louis"
"Bertini, Tommaso"
"Bertinis, Bernardus de"
"Bertinus, Thomas"
"Bertrand, M."
"Beurhusius, Petrus Johannes"
"Bevilaqua, Simon, active 1485-1518"
"Billy, Robert de, 1869-1953"
"Billy, Robert de, 1894-1991"
"Bindoni, Francesco, fl. 1523-1553"
"Birckmann, Arnold, fl. 1530-1542"
"Bischoff, Ferdinand, 1826-1915"
"Bishop, Cortlandt F. (Cortlandt Field), 1870-1935"
"Bizzarro, Giovanni de, 1782-1833"
Blackborne
"Blanco Valdés, Antonio"
"Blau, Johann"
"Blaydes, Frederick Henry Marvell, 1818-1908"
"Blaydes, Fredericus H. M., 1818-1908"
"Bloa, John"
"Blome, Thomas Milbourne"
"Bloomfield, Alice"
"Bloomfield, Leonard, 1887-1949"
"Boccaccio, Rainerus de"
"Bogaant, Paul"
Boileau
Boissonade
"Bonafede, Paolo"
"Bonaldus, Petrus Antonius"
"Bonaldus, Vincentius"
"Bonaventure, Saint, Cardinal, approximately 1217-1274"
"Bonaventure, Saint, Cardinal, ca. 1217-1274"
Boncompagni family
"Bonelli, Giovanni Maria,‏ d. 1569‏"
"Bonetti, Luca"
"Bonifacio IV, marchese del Monferrato, 1518-1530"
"Bonnell, Henry H. (Henry Houston), 1859-1926"
"Bonner, Paul Hyde"
"Booth, William H. (William Henry), 1853 or 4-1921"
"Booth, William Henry"
"Boreman, R. J. A."
"Borra, Luigi, 1517-1545"
Bouthillier Chavigny
"Bouthillier Chavigny, Charles Léon, marquis de, 1743-1818"
Bouthillier de Chavigny
"Boutourlin, Dimitri Petrovitch, comte, 1763-1829"
"Bowen, Edward E. (Edward Ernest), 1836-1901"
"Bower, John L. (John Lincoln), 1865-1955"
"Bracchini, Francesco"
"Braccioli, Grazio, 1682-1752"
"Bracciolini, Poggio, 1380-1459"
"Bramston, T. W. (Thomas William), 1796-1871"
"Brand, Thomas, ca. 1717-1770"
"Branden, Franciscus van den"
"Brandreth, Henry Rowland, 1794-1848"
"Brett, Oliver"
"Bricot, Thomas,‏ ‎-1516‏"
"Briey, Albertine de, 1855-1930"
"Bromley, R."
"Brook, John Arthur, 1844-1920"
"Brooke of Almondbury, John Arthur Brooke, 1844-1920"
"Brown, James Olcott, 1836-1864"
"Brown, Jo."
"Brown, John Carter, 1797-1874"
"Browne, Charles Albert, 1870-1947"
"Browning, Robert, 1812-1889"
"Brugalla, Emilio"
"Bruni, Vincinzio"
"Brunner, T. C."
Bruno
"Brunschwig, Hieronymus, approximately 1450-approximately 1512"
"Brunschwig, Silvain S."
"Brusch, Kaspar, 1518-1557"
"Brushfield, Thomas"
"Brushfield, Thomas, 1798-1875"
"Buchanan, James, 1791-1868"
"Buck, Mitchell S. (Mitchell Starrett), b. 1887"
"Budden, William"
"Buffa, Gaspar"
Buissonrond
"Bulgarini, Belisario, 1538 or 1539-approximately 1621"
"Bulgarino, Francisco"
"Bulgarinus, Franciscus"
"Bullrich, Eduardo J., 1895-1951"
"Bundesdenkmalamt, Austria"
"Bungart, Hermann, -1521?"
"Buon, Gabriel, active 1558-1595"
"Buoninsegni, Pietro"
"Buoninsegnus, Petrus"
"Burlamaur, Agustino"
"Burne-Jones, Edward Coley, 1833-1898"
"Burnet, Gilbert, 1643-1715"
"Burns, John"
"Burns, John, 1858-1943"
"Burr, Charles W. (Charles Walts), 1861-1944"
"Burton, Thomas"
"Burton, William, 1575-1645"
"Bussa, N."
"Bute, John Stuart, Earl of, 1713-1792"
"Butler, Frederick"
"Butler, Frederick, 1766-1843"
"Butler, K. T."
"Butler, Kathleen T. (Kathleen Theresa), 1883-1950"
"Byrd, William, 1674-1744"
"Byron, Isabella, d. 1834"
C. F. Husk
Cabassa
"Cabrieli, Zaccaria"
"Cacherano, Giuseppe"
"Caillaut, Antoine, active 1483-1506"
Cambon
"Camerarius, Joachim, 1500-1574"
"Campori, Cesare, marchese, 1814-1880"
"Campori, Giuseppe, marchese, 1821-1887"
"Campostrini, Giovanni Antonio, 1792-1846"
"Canter, Dirk, 1545-1616"
"Canter, Theodorus, 1545-1616"
"Capanni, Gioseppe"
"Capel, Algernon, Earl of Essex, 1670-1710"
"Capponi, Alessandro Gregorio, marchese, 1683-1746"
"Capponi, Ferdinanado"
"Capponi, marchese"
"Cappugi, Tito"
"Capressretti, Vittoni"
"Capressrettus, Vittonus"
"Caranellis, Antonius"
"Carcano, Arcangelo"
"Carlisle, Isabella Howard, Countess of, 1721-1795"
"Carlyle, Jane Welsh, 1801-1866"
"Carlyle, Thomas, 1795-1881"
"Carrara, Domenico"
"Carraro, Giovanni"
Carreriani
"Casanellis, Antonius"
"Castelvetro, Lodovico, 1505-1571"
"Catherine, of Alexandria, Saint"
"Catherine, of Siena, Saint, 1347-1380"
"Cavalieri, Giacomo, 1566-1629"
"Cavallerius, Jacobus"
"Cavendish, H."
"Ceccoperi, Giovanni"
"Ceccoperus, Joannes"
"Celebrino, Eustacio, ca. 1480-ca. 1555"
"Celi, Luigi"
"Celi, P. Luigi"
"Cellarius, Matthias, d. 1586"
"Celliez, Henry, 1806-1884"
"Celtis, Konrad, 1459-1508"
"Cenami, Paolo"
"Chabot, N. G."
"Chadbourne, Arthur P."
Champflour
"Chandon de Briailles, comte"
"Chaper, Eugène, 1827-1890"
"Chardallus, Johannes, 15th century"
Charles J. Mendelsohn
"Charlett, Arthur, 1655-1722"
"Charron, Jean-Jacques, marquis de Ménars, 1643-1718"
"Chastmaister, Paul"
"Chatelin, Antoine"
"Chavigny, Léon Le Bouthillier de, 1608-1652"
"Checchini, Giovanni"
"Checkley, William"
Cherubinus a Conceptione
"Chetwood, Jonathan"
Chevalier
"Chew, Beverly, 1850-1924"
"Child, William Spencer, d. 1892"
"Cholmondeley, Reginald"
"Chozas Castro y Zepeda, Joan de"
"Christ, Gottlieb Paul, 1707-1786"
"Christie, A. H."
"Christie, Archibald H."
"Christie, Henry"
"Chrysler, Walter P. (Walter Percy), 1875-1940"
"Chrysler, Walter P. (Walter Percy), 1909-1988"
"Chubbuck, Thomas, d. 1888"
"Ciccoperius, Balthassar"
"Cirillo, Bernardino, 1500-1575"
"Clark, Clarence H. (Clarence Howard), 1833-1906"
Claudius Girardus
"Clausius, Joannes"
"Cliffton, Mrs."
"Cloots, Anacharsis, 1755-1794"
Cobaltinus
"Coccapani, Costantino, 1671-1721"
"Coccapano, Carlo"
"Cockerell, Sydney Carlyle, Sir, 1867-1962"
"Coddington, John"
"Colalto, conte di"
"Colard, Hector"
"Cole, M."
"Coleman, George Dawson, 1825-1878"
"Coleridge, Samuel Taylor, 1772-1834"
"Coleridge, Sara Coleridge, 1802-1852"
"Colines, Simon de, d. 1546"
"Collange, Gabriel de, -1572"
"Collimitius, Georgius, 1482-1535"
"Colmar, France"
"Colocci, Francesco"
"Colocci, Ippolito, ca. 1540-1592"
"Colonna, Livia"
"Comegys, B. B. (Benjamin Bartis), 1819-1900"
"Comerio, Agostino, 1784-1834"
"Comin da Trino, di Monferrato, fl. 1539-1574"
Comte de Tillières
"Conant, Emily"
"Constable, William, 1721-1791"
Constanter
"Continus, Carolus"
"Contissini, Giovanni Biagio"
"Conwell, Henry, 1748-1842"
"Cooke, T. P. (Thomas Potter), 1786-1864"
Cooper family
"Cooper, A. H. S."
"Copalletto, Giuseppe Vitelli di"
"Coppa, P."
"Coppini, Alissandro"
"Coquery, Pierre, d. 1711"
"Corbeau de Vaulserre, marquis de"
"Corbel-Corbeau, marquis de Vaulserre"
"Cornaggia, Bernardus"
"Cornaro, Andrea"
"Cornwall, John Wolfran, 1870-1947"
"Cornwall, John, 1795-1870"
"Cornwall, John, 1826-1860"
"Corradus, Carolus"
"Corsini, Bartolomeo, 1729-1792"
"Corsini, Bartolomeo, principe"
"Corthois, Anton"
"Cosimo, Francesco Maria Mazzoleni"
Costa
"Cowburn, Allan"
"Cower, George Evelyn"
"Cowper, Peter, 1705 or 6-1782"
"Cowper, William Clavering-Cowper, Earl, 1709-1764"
"Cox, Charles F. (Charles Finney), 1846-1912"
"Cox, Edwin Marion"
"Coxe, John Redman, 1773-1864"
"Crabbe, George, 1754-1832"
"Crampton, W. G. (William G.)"
"Cratander, Andreas, d. 1540?"
"Craven, H. T. (Henry Thornton), 1818-1905"
"Crawford, Alexander Crawford Lindsay, Earl of, 1812-1880"
"Crawford, James Ludovic Lindsay, Earl of, 1847-1913"
"Crelitznacher(?), Tobias Petrus"
"Crescioli, Antionio"
"Crispolti, Metello"
"Crispolti, Vespasiano, d. 1639"
Cristo de Barou
"Cromer, Evelyn Baring, Earl of, 1841-1917"
"Croy, Philippe de, 1496-1549"
"Crozat, Joseph Antoine, marquis de Tugny, 1696-1740"
"Cruikshank, George, 1792-1878"
"Cullum, J."
"Culshaw, George H."
"Cumming, Hugh"
"Cumming, Hugh, Mrs."
"Curnieu, Charles Louis Adélaïde Henri Matheron, baron de, approximately 1811-1871"
"Cuvier, Georges, baron, 1769-1832"
"Cánovas del Castillo, António, 1828-1897"
D'Apples
D. Giovanni
Dacre
"Dacre, Thomas Barrett-Lennard, Baron, 1717-1786"
"Dall'Aglio, Prospero"
"Dampier, J."
"Dantini, Claudio"
"Daunt, George-Digby"
"David, King of Israel"
"Davies, Martin"
"Davignon, William, d. 1924"
"Davis, Alexander Henry"
"Davis, Robert Coulton"
"Dawson, Jacob"
"Dawson, Jacobus"
"Dawson, James"
De Boisset-Glassac
"De Coverly, R. (Roger), b. 1831"
"De Grey, Thomas Philip De Grey, Earl, 1781-1859"
"De Landau, Horace, barone, 1824-1903"
Debénault
"Dechert, Robert"
"Defoe, Daniel, 1661?-1731"
Dehénault
Delaunay
"Dell' Aglio, Prosopero"
"Dell' Aglio, Prospero"
"Della Rovere, Guidobaldo, duca d'Urbino, 1514-1574"
"Delon, Aug."
"Denis, Charles"
"Denis, the Carthusian, 1402-1471"
"Dentener(?), Joachim"
"Derby, Earls of"
"Derchmann, P. F."
"Dering, Nicoll Havens, 1794-1867"
"Dering, Sarah Sylvester, 1831-1893"
Derome le Jeune
"Dervaux, Raymond, b. ca. 1911"
"Desportes, N."
"Dewar, T. W."
"Dibdin, Thomas Frognall, 1776-1847"
"Diego y García Alcolea, Julián de, 1859-1927"
"Diel, Florentius, active 1473-1518"
Dionisio da Gloria Caturro
"Dixon, Joseph"
"Dixon, Robert"
"Dobrée, Nicholas, 1678-1751"
"Dobrée, Peter"
"Dogel, H."
"Dolle, B."
"Dolli, B."
Domini J. Mariae Riccardi
"Dominic, Saint, 1170-1221"
Dominj J Mariae Riccardi
"Domvile, Compton, Sir, 1685?-1768"
"Donaldson, Stuart Alexander, 1812-1867"
"Dorth, Anton von, 1626-1695"
"Dorth, Antonius von, 1626-1695"
"Douaren, François, 1509-1559"
Dr. Eckstein
Dr. F. A. Eckstein
Dr. Puhlmann
"Drach, Peter, -1504"
"Drake, ffrancis"
"Drake, ffrançois"
"Drechsel, Walther von, 1531-1595"
"Dreiser, Theodore, 1871-1945"
"Droz, E. (Eugénie), 1893-1976"
Drugo Sandern
Drugonis Sanderns
"Du Boys, René"
Du Pelletier
"Du Pont de Romémont, François-Pierre"
"Du Pré, Galliot, d. 1561"
"Du Wicquet, Eugène"
"Dubois, avocat"
"Dubois, Louis-Ernest, 1856-1929"
"Dudley and Ward of Dudley, William Ward, Viscount, 1750-1823"
"Dulac, Gaston"
"Duncan, Alexander Lawson, 1859-1924"
"Duncan, James Alexander Lawson, 1899-1974"
"Duncan, Muriel"
"Dunn, George, 1864-1912"
"Duplanil, Ottmann"
Dupré
"Durrant, J"
"Durrant, Thomas"
Durrante
"Durrante, J."
"Duryea, Samuel Bowne, 1845-1892"
"Dysart, Lionel Tollemache, Earl of, 1708-1770"
Earl Fitzwilliam
Earl of Cromer
Earl of Derby
"Eberhard, Christian Friedrich, 1753-1818"
"Eberhard, Ernst Friedrich, 1809-1868"
"Eberle[?], Matthias"
"Ebers, Ern."
Eckstein
"Eckstein, Dr."
"Eckstein, Friedrich August,  b. 1810"
"Eckstein, Friedrich August, 1810-"
"Eden, Evelyn Louisa Cecile, ca. 1870-1948"
"Edward VI, King of England, 1537-1553"
"Egenolff, Christian, 1519-1598"
"Eichorn, Gottfried, 1603-1667"
Elias Imlinus Hailbronnensis
"Elizondo, Lucas José de, 1681-1736"
